question,cypher,data_source,instance_id,database_reference_alias
"Which languages are used by streams that have at least one chatter who is also a VIP for another stream that plays the game ""Rust""?","MATCH (rust_stream:Stream)-[:PLAYS]->(:Game {name: ""Rust""}) MATCH (rust_stream)<-[:CHATTER]-(chatter:User)-[:VIP]->(other_stream:Stream) MATCH (target_stream:Stream)<-[:CHATTER]-(chatter) MATCH (target_stream)-[:HAS_LANGUAGE]->(language:Language) RETURN DISTINCT language.name AS language",neo4jLabs_synthetic_gemini,instance_id_33900,neo4jlabs_demo_db_twitch
List the first 5 streams that have a description mentioning 'channel'.,MATCH (s:Stream) WHERE s.description CONTAINS 'channel' RETURN s LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_25464,neo4jlabs_demo_db_twitch
"Who are the top five actors with the most diverse range of roles, having acted in at least five different movies?","MATCH (p:Person)-[r:ACTED_IN]->(m:Movie) WITH p, COUNT(DISTINCT m) AS movieCount, COLLECT(DISTINCT r.roles) AS rolesList WHERE movieCount >= 5 WITH p, movieCount, REDUCE(s = [], roles IN rolesList | s + roles) AS allRoles WITH p, movieCount, SIZE(apoc.coll.toSet(allRoles)) AS uniqueRolesCount RETURN p.name AS actor, uniqueRolesCount ORDER BY uniqueRolesCount DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_40153,neo4jlabs_demo_db_movies
List the first 3 languages spoken in movies released after 2010.,MATCH (m:Movie)-[:SPOKEN_IN_LANGUAGE]->(l:Language) WHERE m.release_date > date('2010-01-01') RETURN DISTINCT l.name ORDER BY l.name LIMIT 3,neo4jLabs_synthetic_gpt4o,instance_id_39416,neo4jlabs_demo_db_eoflix
Name the top 5 movies that have been rated by users named 'Omar Huffman'.,"MATCH (u:User {name: 'Omar Huffman'})-[r:RATED]->(m:Movie) RETURN m.title, r.rating ORDER BY r.rating DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_35455,neo4jlabs_demo_db_recommendations
What are the movies directed by Lana Wachowski?,MATCH (p:Person {name: 'Lana Wachowski'})-[:DIRECTED]->(m:Movie) RETURN m.title,neo4jLabs_synthetic_claudeopus,instance_id_38205,neo4jlabs_demo_db_movies
List the first 3 movies sorted by release date in ascending order.,MATCH (m:Movie) WHERE m.release_date IS NOT NULL RETURN m ORDER BY m.release_date ASC LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_23455,neo4jlabs_demo_db_eoflix
Which suppliers have all their products with a unit price above 20?,MATCH (s:Supplier)-[:SUPPLIES]->(p:Product) WHERE NOT exists {     MATCH (s)-[:SUPPLIES]->(p2:Product)     WHERE p2.unitPrice <= 20 } RETURN s,neo4jLabs_synthetic_gpt4turbo,instance_id_21629,neo4jlabs_demo_db_northwind
"What is the average CPU count of machines running the application ""cms""?",MATCH (app:Application {name: 'cms'})-[:RUNS]->(machine:Machine)-[:TYPE]->(type:Type) RETURN avg(type.cpu),neo4jLabs_synthetic_gemini,instance_id_31571,neo4jlabs_demo_db_network
List the first 3 streams that have at least one VIP who is also a user.,"MATCH (s:Stream)-[:VIP]->(u:User) RETURN s.name AS stream, u.name AS vip_user LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_36697,neo4jlabs_demo_db_twitch
Identify the first 3 streams that have a language set to 'ru' and a moderator with a follower count above 5000.,MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'ru'}) WHERE exists {   (s)-[:MODERATOR]->(m:User) WHERE m.followers > 5000 } RETURN s LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_24392,neo4jlabs_demo_db_twitch
Which 3 directors have the most movies with a runtime over 180 minutes?,"MATCH (d:Director)-[:DIRECTED]->(m:Movie) WHERE m.runtime > 180 WITH d, count(m) AS numLongMovies ORDER BY numLongMovies DESC LIMIT 3 RETURN d.name AS director, numLongMovies",neo4jLabs_synthetic_claudeopus,instance_id_35350,neo4jlabs_demo_db_recommendations
What are the first 3 most recent movies that have a tagline?,"MATCH (m:Movie) WHERE m.tagline IS NOT NULL RETURN m.title, m.released, m.tagline ORDER BY m.released DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_40109,neo4jlabs_demo_db_movies
Which person has the most relationships of any type in the database?,"MATCH (p:Person)-[r]->() RETURN p.name, COUNT(r) AS relationship_count ORDER BY relationship_count DESC LIMIT 1",neo4jLabs_synthetic_gpt4o,instance_id_39988,neo4jlabs_demo_db_movies
List the names of 3 streams that are conducted in the English language.,MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'}) RETURN s.name LIMIT 3,neo4jLabs_synthetic_claudeopus,instance_id_37460,neo4jlabs_demo_db_twitch
List the 3 games most frequently played by streams with VIP users.,"MATCH (s:Stream)-[:PLAYS]->(g:Game), (s)-[:VIP]->(:User) WITH g, count(*) AS playCount ORDER BY playCount DESC LIMIT 3 RETURN g.name AS game, playCount",neo4jLabs_synthetic_claudeopus,instance_id_37439,neo4jlabs_demo_db_twitch
What is the average runtime of movies in the database?,MATCH (m:Movie) WITH avg(m.runtime) AS average_runtime RETURN average_runtime,neo4jLabs_synthetic_gemini,instance_id_29304,neo4jlabs_demo_db_recommendations
List 3 movies with the most roles listed in the ACTED_IN relationship.,"MATCH (p:Person)-[r:ACTED_IN]->(m:Movie) WITH m, size(r.roles) AS role_count ORDER BY role_count DESC LIMIT 3 RETURN m.title AS movie_title, role_count",neo4jLabs_synthetic_gpt4o,instance_id_40050,neo4jlabs_demo_db_movies
List the first 3 languages that have been spoken in the most adult films.,"MATCH (a:Adult)-[:SPOKEN_IN_LANGUAGE]->(l:Language) RETURN l.name AS language, count(*) AS count ORDER BY count DESC LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_38128,neo4jlabs_demo_db_eoflix
List the first 3 movies with an average vote less than 5.,MATCH (m:Movie) WHERE m.average_vote < 5 RETURN m LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_23405,neo4jlabs_demo_db_eoflix
Find the actors who have starred in movies with a runtime longer than their age at the time of filming.,"MATCH (actor:Actor)-[:ACTED_IN]->(movie:Movie) WITH actor, movie, toInteger(substring(movie.released, 0, 4)) AS releaseYear WITH actor, movie, releaseYear, releaseYear - toInteger(substring(toString(actor.born), 0, 4)) AS ageAtFilming WHERE movie.runtime > ageAtFilming RETURN DISTINCT actor.name, movie.title UNION MATCH (actor:Person)-[:ACTED_IN]->(movie:Movie) WITH actor, movie, toInteger(substring(movie.released, 0, 4)) AS releaseYear WITH actor, movie, releaseYear, releaseYear - toInteger(substring(toString(actor.born), 0, 4)) AS ageAtFilming WHERE movie.runtime > ageAtFilming RETURN DISTINCT actor.name, movie.title",neo4jLabs_synthetic_gemini,instance_id_29374,neo4jlabs_demo_db_recommendations
Which person has acted in movies with the most consistent ratings?,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie)<-[:REVIEWED]-(r:Person) WITH p, stdev(r.rating) AS stdDev ORDER BY stdDev ASC RETURN p.name, stdDev LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_34330,neo4jlabs_demo_db_movies
What are the names of the first 3 entities that originated filings with a beneficiary bank in 'Barclays Bank Plc'?,MATCH (f:Filing)-[:ORIGINATOR]->(e:Entity) WHERE f.beneficiary_bank = 'Barclays Bank Plc' RETURN e.name LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_21605,neo4jlabs_demo_db_fincen
Which person has the most roles in a single movie?,"MATCH (p:Person)-[r:ACTED_IN]->(m:Movie) RETURN p.name AS person, m.title AS movie, size(r.roles) AS num_roles ORDER BY num_roles DESC LIMIT 1",neo4jLabs_synthetic_claudeopus,instance_id_36290,neo4jlabs_demo_db_movies
What is the average rating of movies reviewed by people born before 1970?,MATCH (p:Person)-[r:REVIEWED]->(m:Movie) WHERE p.born < 1970 RETURN avg(r.rating) AS averageRating,neo4jLabs_synthetic_claudeopus,instance_id_38239,neo4jlabs_demo_db_movies
List the first 3 processes that depend on the service 'java'.,"MATCH (service:Service {name: 'java'})<-[:DEPENDS_ON]-(process:Process) RETURN process.name, process.startTime, process.pid ORDER BY process.startTime LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_43754,neo4jlabs_demo_db_network
"Which languages are used by the streams that the user with id ""129004176"" chats in?","MATCH (u:User {id: ""129004176""})-[:CHATTER]->(s:Stream)-[:HAS_LANGUAGE]->(l:Language) RETURN DISTINCT l.name",neo4jLabs_synthetic_gemini,instance_id_33787,neo4jlabs_demo_db_twitch
What is the companyName of the supplier with the most supplied products?,"MATCH (s:Supplier)-[:SUPPLIES]->(p:Product) WITH s, count(p) AS productCount ORDER BY productCount DESC LIMIT 1 RETURN s.companyName",neo4jLabs_synthetic_gemini,instance_id_32540,neo4jlabs_demo_db_northwind
Which 3 directors have directed the most movies with a runtime over 150 minutes?,"MATCH (d:Director)-[:DIRECTED]->(m:Movie) WHERE m.runtime > 150 RETURN d.name AS Director, COUNT(m) AS MovieCount ORDER BY MovieCount DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_42567,neo4jlabs_demo_db_recommendations
List the first 3 categories that have products with a unit price over $100.,MATCH (p:Product)-[:PART_OF]->(c:Category) WHERE p.unitPrice > 100 RETURN DISTINCT c LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_20501,neo4jlabs_demo_db_northwind
What are the first 3 links contained in tweets posted by 'Me'?,MATCH (me:Me)-[:POSTS]->(tweet:Tweet)-[:CONTAINS]->(link:Link) RETURN link.url LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_24166,neo4jlabs_demo_db_twitter
Which 3 entities have filed the most number of filings?,"MATCH (e:Entity)-[:FILED]->(f:Filing) WITH e, COUNT(f) AS num_filings ORDER BY num_filings DESC LIMIT 3 RETURN e.name AS entity_name, num_filings",neo4jLabs_synthetic_gpt4o,instance_id_41472,neo4jlabs_demo_db_fincen
What are the first 3 entities that have filed a transaction where the originator and beneficiary banks are from different countries?,MATCH (e:Entity)-[:FILED]->(f:Filing) WHERE f.originator_bank_country IS NOT NULL AND f.beneficiary_bank_country IS NOT NULL   AND f.originator_bank_country <> f.beneficiary_bank_country RETURN e LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_26788,neo4jlabs_demo_db_fincen
Find all users who have more than 30000 followers.,MATCH (u:User) WHERE u.followers > 30000 RETURN u,neo4jLabs_synthetic_gpt4turbo,instance_id_24841,neo4jlabs_demo_db_twitter
List Entities that originated Filings to more than two different countries.,"MATCH (e:Entity)-[:ORIGINATOR]->(f:Filing) WITH e, collect(DISTINCT f.originator_bank_country) AS countries WHERE size(countries) > 2 RETURN e",neo4jLabs_synthetic_gpt4turbo,instance_id_21471,neo4jlabs_demo_db_fincen
Name the streams that are VIPs in the stream named 'itsbigchase'.,MATCH (s:Stream {name: 'itsbigchase'})-[:VIP]->(vipStream:Stream) RETURN vipStream.name,neo4jLabs_synthetic_gpt4turbo,instance_id_25515,neo4jlabs_demo_db_twitch
Who are the top 3 youngest directors in the database?,"MATCH (p:Person)-[:DIRECTED]->(m:Movie) RETURN p.name AS director, p.born AS birthYear ORDER BY p.born DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_40122,neo4jlabs_demo_db_movies
List the top 5 users who have given the highest average ratings to movies.,"MATCH (u:User)-[r:RATED]->(m:Movie) WITH u, avg(r.rating) AS avgRating ORDER BY avgRating DESC LIMIT 5 RETURN u.userId, u.name, avgRating",neo4jLabs_synthetic_gpt4o,instance_id_42575,neo4jlabs_demo_db_recommendations
Find the `orderID` and `shipName` of orders that were placed in the year 1997 and contain at least one product from the 'Beverages' category.,"MATCH (o:Order)-[rel:ORDERS]->(p:Product)-[:PART_OF]->(c:Category) WHERE o.orderDate STARTS WITH '1997' AND c.categoryName = 'Beverages' RETURN DISTINCT o.orderID, o.shipName",neo4jLabs_synthetic_gemini,instance_id_31020,neo4jlabs_demo_db_northwind
List the movies that have a revenue greater than their budget.,"MATCH (m:Movie) WHERE m.revenue > m.budget RETURN m.title, m.budget, m.revenue",neo4jLabs_synthetic_claudeopus,instance_id_38012,neo4jlabs_demo_db_eoflix
Find the youngest person who has reviewed a movie released before 1990.,MATCH (p:Person)-[:REVIEWED]->(m:Movie) WHERE m.released < 1990 RETURN p ORDER BY p.born DESC LIMIT 1,neo4jLabs_synthetic_gpt4turbo,instance_id_23837,neo4jlabs_demo_db_movies
"List the first 3 streams that were created on or before January 1, 2010.","MATCH (s:Stream) WHERE s.createdAt <= datetime(""2010-01-01"") RETURN s ORDER BY s.createdAt LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_36992,neo4jlabs_demo_db_twitch
What are the profile URLs of the top 3 users followed by 'neo4j'?,MATCH (me:Me {screen_name: 'neo4j'})-[:FOLLOWS]->(user:User) RETURN user.profile_image_url ORDER BY user.followers DESC LIMIT 3,neo4jLabs_synthetic_gpt4o,instance_id_43189,neo4jlabs_demo_db_twitter
What is the average discount applied to products in orders with a freight cost greater than 100?,MATCH (o:Order)-[rel:ORDERS]->(p:Product) WHERE toFloat(o.freight) > 100 WITH avg(toFloat(rel.discount)) AS average_discount RETURN average_discount,neo4jLabs_synthetic_gemini,instance_id_30862,neo4jlabs_demo_db_northwind
List all movies that have been directed by a person who died before 2000.,"MATCH (m:Movie)<-[:DIRECTED]-(p:Person) WHERE p.died < date('2000-01-01') RETURN m.title, p.name, p.died",neo4jLabs_synthetic_claudeopus,instance_id_35581,neo4jlabs_demo_db_recommendations
"List the first 3 streams that were created on or before January 1, 2010.","MATCH (s:Stream) WHERE s.createdAt <= datetime('2010-01-01T00:00:00Z') RETURN s.id, s.name, s.createdAt ORDER BY s.createdAt ASC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_43549,neo4jlabs_demo_db_twitch
List the top 3 sources used by tweets mentioning 'Neo4j' and containing a hashtag.,"MATCH (u:User {screen_name: 'neo4j'})<-[:MENTIONS]-(t:Tweet)-[:USING]->(s:Source),        (t)-[:TAGS]->(:Hashtag) RETURN s.name AS source, COUNT(t) AS tweet_count ORDER BY tweet_count DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_43090,neo4jlabs_demo_db_twitter
What are the most common roles played by actors in movies from the 1990s?,"MATCH (p:Person)-[r:ACTED_IN]->(m:Movie) WHERE m.released >= 1990 AND m.released < 2000 UNWIND r.roles AS role RETURN role, count(*) AS frequency ORDER BY frequency DESC LIMIT 10",neo4jLabs_synthetic_claudeopus,instance_id_34970,neo4jlabs_demo_db_movies
List the first 3 genres with the most movies featuring a runtime over 200 minutes.,"MATCH (m:Movie)-[:IN_GENRE]->(g:Genre) WHERE m.runtime > 200 RETURN g.name AS genre, COUNT(m) AS movie_count ORDER BY movie_count DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_39377,neo4jlabs_demo_db_eoflix
What is the average number of followers for users who have replied to 'Neo4j's tweets?,MATCH (me:Me {screen_name: 'neo4j'})-[:POSTS]->(neo4jTweets:Tweet)<-[:REPLY_TO]-(:Tweet)<-[:POSTS]-(replyingUsers:User) WITH avg(replyingUsers.followers) AS averageFollowers RETURN averageFollowers,neo4jLabs_synthetic_gemini,instance_id_34584,neo4jlabs_demo_db_twitter
Which entities have an `incorporation_date` in March 2006?,MATCH (e:Entity) WHERE e.incorporation_date = '23-MAR-2006' RETURN e.name,neo4jLabs_synthetic_gemini,instance_id_30522,neo4jlabs_demo_db_offshoreleaks
What are the first 5 services that started before timestamp 1606597376483 and are running on a machine in zone 3?,"MATCH (dc:DataCenter)-[:CONTAINS]->(rack:Rack {zone: 3})-[:HOLDS]->(machine:Machine)-[:RUNS]->(service:Service) WHERE service.startTime < 1606597376483 RETURN service.name, service.startTime ORDER BY service.startTime ASC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_43691,neo4jlabs_demo_db_network
What are the top 5 most voted movies?,"MATCH (m:Movie) RETURN m.title, m.votes ORDER BY m.votes DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_35057,neo4jlabs_demo_db_movies
Display the top 5 most recent tweets by 'Neo4j'.,MATCH (u:User {name: 'Neo4j'})-[:POSTS]->(t:Tweet) RETURN t ORDER BY t.created_at DESC LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_24219,neo4jlabs_demo_db_twitter
Which actors have acted in movies from different decades?,"MATCH (p:Person)-[:ACTED_IN]->(m:Movie) WITH p, floor(m.released / 10) AS decade WITH p, collect(DISTINCT decade) AS decades WHERE size(decades) > 1 RETURN p.name",neo4jLabs_synthetic_gemini,instance_id_32835,neo4jlabs_demo_db_movies
How many streams are part of the 'ESO Stream Team'?,MATCH (s:Stream)-[:HAS_TEAM]->(t:Team {name: 'ESO Stream Team'}) RETURN count(s),neo4jLabs_synthetic_claudeopus,instance_id_37454,neo4jlabs_demo_db_twitch
"Find the streams that have a moderator who also moderates a stream with the game ""Rust"" and has more than 5,000 followers and have the language ""en"" and have at least one VIP.","MATCH (s1:Stream)-[:HAS_LANGUAGE]->(l:Language {name: 'en'}) OPTIONAL MATCH (s1)-[:VIP]->(v) WITH s1, collect(DISTINCT v) AS vips WHERE size(vips) > 0 MATCH (s1)<-[:MODERATOR]-(u:User)-[:MODERATOR]->(s2:Stream)-[:PLAYS]->(g:Game {name: 'Rust'}) WHERE u.followers > 5000 RETURN DISTINCT s1.name",neo4jLabs_synthetic_gemini,instance_id_33734,neo4jlabs_demo_db_twitch
Find the actors who have acted in at least 5 movies with an IMDb rating above 7.0.,"MATCH (a:Actor)-[:ACTED_IN]->(m:Movie) WHERE m.imdbRating > 7.0 WITH a, count(m) AS moviesCount WHERE moviesCount >= 5 RETURN a.name",neo4jLabs_synthetic_gemini,instance_id_29795,neo4jlabs_demo_db_recommendations
Which entities are registered in Samoa and have a status of 'Defaulted'?,"MATCH (e:Entity) WHERE e.jurisdiction = 'SAM' AND e.status = 'Defaulted' RETURN e.name AS entity_name, e.incorporation_date AS incorporation_date, e.address AS address",neo4jLabs_synthetic_gpt4o,instance_id_44947,neo4jlabs_demo_db_offshoreleaks
List the top 5 movies that have been rated by users with the most distinct names.,"MATCH (m:Movie)<-[r:RATED]-(u:User) WITH m, count(distinct u.name) AS distinctNames RETURN m.title, distinctNames ORDER BY distinctNames DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_35555,neo4jlabs_demo_db_recommendations
Which teams were created before 2015?,MATCH (t:Team) WHERE t.createdAt < datetime('2015-01-01T00:00:00Z') RETURN t.name,neo4jLabs_synthetic_gpt4o,instance_id_43256,neo4jlabs_demo_db_twitch
Find the top 3 Countries based on the number of originating Filings.,"MATCH (c:Country)<-[:COUNTRY]-(e:Entity)<-[:ORIGINATOR]-(f:Filing) RETURN c.name AS Country, count(f) AS NumberOfOriginatingFilings ORDER BY NumberOfOriginatingFilings DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_21437,neo4jlabs_demo_db_fincen
List the movies with a title containing only one word.,"MATCH (m:Movie) WHERE size(split(m.title, ' ')) = 1 RETURN m.title",neo4jLabs_synthetic_gemini,instance_id_32990,neo4jlabs_demo_db_movies
What are the top 5 adult films with the highest number of votes?,"MATCH (a:Adult) WHERE a.vote_count IS NOT NULL RETURN a.title, a.vote_count ORDER BY a.vote_count DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_23216,neo4jlabs_demo_db_eoflix
"What is the total budget of all movies produced by ""Pixar Animation Studios""?",MATCH (company:ProductionCompany {name: 'Pixar Animation Studios'}) WITH company MATCH (company)-[:PRODUCED_BY]->(movie:Movie) RETURN sum(movie.budget) AS totalBudget,neo4jLabs_synthetic_gemini,instance_id_32049,neo4jlabs_demo_db_eoflix
